"Train_No","Train_Name","Source_Station_Name","Destination_Station_Name","days"
"11056","GODAN EXPRES","GORAKHPUR JN.","LOKMANYA TILAK TERMINUS","Wednesday"
"11057","AMRITSAR EXP","CST-MUMBAI","AMRITSAR JN.","Friday"
"11058","ASR CSMT EXP","AMRITSAR JN.","CST-MUMBAI","Thursday"
"11059","CHHAPRA EXPR","LOKMANYA TILAK TERMINUS","CHHAPRA JN.","Sunday"
"11060","CPR LTT EXPR","CHHAPRA JN.","LOKMANYA TILAK TERMINUS","Thursday"
"11061","LTT-DBG  EXP","LOKMANYA TILAK TERMINUS","DARBHANGA JN.","Monday"
"11062","DBG  LTT EXP","DARBHANGA JN.","LOKMANYA TILAK TERMINUS","Monday"
"11063","MS SA SUPER","CHENNAI EGMORE","SALEM JN.","Monday"
"11064","SA MS SUPERF","SALEM JN.","CHENNAI EGMORE","Sunday"
"11067","SAKET EXPRES","LOKMANYA TILAK TERMINUS","FAIZABAD JN.","Saturday"
"11068","SAKET EXPRES","FAIZABAD JN.","LOKMANYA TILAK TERMINUS","Friday"
"11071","KAMAYANI EXP","LOKMANYA TILAK TERMINUS","VARANASI JN.","Sunday"
"11072","KAMAYANI EXP","VARANASI JN.","LOKMANYA TILAK TERMINUS","Saturday"
"11073","LTT-MAS EXPR","LOKMANYA TILAK TERMINUS","CHENNAI CENTRAL","Friday"
"11074","CHENNAI - LT","CHENNAI CENTRAL","LOKMANYA TILAK TERMINUS","Wednesday"
"11075","LTT-BIDR EXP","LOKMANYA TILAK TERMINUS","BIDAR","Thursday"
"11076","BIDR-LTT EXP","BIDAR","LOKMANYA TILAK TERMINUS","Thursday"
"11077","JHELUM EXPRE","PUNE JN.","JAMMU TAWI","Tuesday"
"11078","JHELUM EXPRE","JAMMU TAWI","PUNE JN.","Saturday"
"11079","LTT-GKP EXPR","LOKMANYA TILAK TERMINUS","GORAKHPUR JN.","Saturday"
"11080","GKP-LTT EXPR","GORAKHPUR JN.","LOKMANYA TILAK TERMINUS","Wednesday"
"11081","LTT-GKP VIA","LOKMANYA TILAK TERMINUS","GORAKHPUR JN.","Tuesday"
"11082","GKP-LTT VIA","GORAKHPUR JN.","LOKMANYA TILAK TERMINUS","Friday"
"11083","LTT-KZJ TADO","LOKMANYA TILAK TERMINUS","KAZIPET JN.","Friday"
"11084","KZJ-LTT TADO","KAZIPET JN.","LOKMANYA TILAK TERMINUS","Thursday"
"11085","LTT-MAO DOUB","LOKMANYA TILAK TERMINUS","MADGOAN JN.","Sunday"
"11086","MAO-LTT DOUB","MADGOAN JN.","LOKMANYA TILAK TERMINUS","Saturday"
"11087","VRL-PUNE EXP","VERAVAL","PUNE JN.","Sunday"
"11088","PUNE-VRL EXP","PUNE JN.","VERAVAL","Thursday"
"11089","BGKTPUNE EXP","BHAGAT-KI-KOTHI","PUNE JN.","Sunday"
"11090","PUNE BGKT EX","PUNE JN.","BHAGAT-KI-KOTHI","Tuesday"
"11091","BHUJ PUNE EX","NEW BHUJ","PUNE JN.","Friday"
"11092","PUNE BHUJ EX","PUNE JN.","NEW BHUJ","Friday"
"11093","MAHANAGARI E","CST-MUMBAI","VARANASI JN.","Thursday"
"11094","MAHANAGARI E","VARANASI JN.","CST-MUMBAI","Thursday"
"11095","AHIMSA EXPRE","AHMEDABAD","PUNE JN.","Friday"
"11096","AHIMSA EXPRE","PUNE JN.","AHMEDABAD","Wednesday"
"11097","POORNA EXPRE","PUNE JN.","ERNAKULAM. JN","Saturday"
"11098","POORNA EXPRE","ERNAKULAM. JN","PUNE JN.","Friday"
"11101","PUNE-GWALIOR","PUNE JN.","GWALIOR JN","Thursday"
"11102","GWL-PUNE EXP","GWALIOR JN","PUNE JN.","Tuesday"
"11103","JHS-BDTS EXP","JHANSI JN","BANDRA TERMINUS","Sunday"
"11104","BDTS-JHS EXP","BANDRA TERMINUS","JHANSI JN","Sunday"
"11107","BUNDELKHAND","GWALIOR JN","VARANASI JN.","Friday"
"11108","BUNDELKHAND","VARANASI JN.","GWALIOR JN","Friday"
"11109","JHS-LKO INTE","JHANSI JN","LUCKNOW JN.","Thursday"
"11110","LKO -JHS INT","LUCKNOW JN.","JHANSI JN","Friday"
"11111","GWL-BLP SUSH","GWALIOR JN","BALRAMPUR,","Friday"
"11112","BLP-GWL SUSH","BALRAMPUR,","GWALIOR JN","Monday"
"11123","BARAUNI-GWL","BARAUNI JN.","GWALIOR JN","Thursday"
"11124","GWALIAR-BJU","GWALIOR JN","BARAUNI JN.","Wednesday"
"11125","IND-GWL EXP","INDORE BG","GWALIOR JN","Monday"
"11126","GWL-IND EXP","GWALIOR JN","INDORE BG","Thursday"
"11201","LTT-AJNI EXP","LOKMANYA TILAK TERMINUS","AJNI","Wednesday"
"11202","AJNI-LTT EXP","AJNI","LOKMANYA TILAK TERMINUS","Friday"
"11203","NAGPUR JAIPU","NAGPUR JN.(CR)","JAIPUR JN.","Tuesday"
"11204","JAIPUR NAGPU","JAIPUR JN.","NAGPUR JN.(CR)","Tuesday"
"11205","LTT-NZB EXPR","LOKMANYA TILAK TERMINUS","NIZAMABAD","Thursday"
"11206","NZB-LTT WEEK","NIZAMABAD","LOKMANYA TILAK TERMINUS","Friday"
"11265","JBP-ABKP EXP","JABALPUR","AMBIKAPUR","Thursday"
"11266","ABKP-JBP EXP","AMBIKAPUR","JABALPUR","Monday"
"11272","VINDHYACHAL","BHOPAL","ITARSI","Friday"
"11301","UDYAN EXPRES","CST-MUMBAI","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Wednesday"
"11302","UDYAN EXP","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","CST-MUMBAI","Monday"
"11303","HYB-KOP EXPR","HYDERABAD DECCAN","CHHATRAPATI SHAHU MAHARAJ TERMINUS","Thursday"
"11304","KOP-HYB EXPR","CHHATRAPATI SHAHU MAHARAJ TERMINUS","HYDERABAD DECCAN","Saturday"
"11307","GR-HYB- INTE","GULBARGA","HYDERABAD DECCAN","Monday"
"11308","HYB-GR INTER","HYDERABAD DECCAN","GULBARGA","Wednesday"
"11309","SUR-MRJ EXP","SOLAPUR","MIRAJ JN.","Sunday"
"11310","MRJ-SUR EXP","MIRAJ JN.","SOLAPUR","Wednesday"
"11401","NANDIGRHAM E","CST-MUMBAI","NAGPUR JN.(CR)","Thursday"
"11402","NADHIGRAM EX","NAGPUR JN.(CR)","CST-MUMBAI","Tuesday"
"11403","NGP-KOP EXPR","NAGPUR JN.(CR)","CHHATRAPATI SHAHU MAHARAJ TERMINUS","Friday"
"11404","KOP-NGP EXPR","CHHATRAPATI SHAHU MAHARAJ TERMINUS","NAGPUR JN.(CR)","Saturday"
"11405","PUNE-AMRAVAT","PUNE JN.","AMRAVATI","Thursday"
"11406","AMRAVAI-PUNE","AMRAVATI","PUNE JN.","Tuesday"
"11407","PUNE-LJN EXP","PUNE JN.","LUCKNOW JN.","Sunday"
"11408","LJN-PUNE EXP","LUCKNOW JN.","PUNE JN.","Saturday"
"11423","SUR HUBLI EX","SOLAPUR","HUBLI JN.","Friday"
"11424","GDG-SUR EXPR","HUBLI JN.","SOLAPUR","Tuesday"
"11447","SHAKTIPUNJ E","JABALPUR","HOWRAH JN.","Friday"
"11448","SHAKTIPUNJ E","HOWRAH JN.","JABALPUR","Friday"
"11449","JBP-SVDK EXP","JABALPUR","SHRI MATA VAISHNO DEVI KATRA","Friday"
"11450","SVDK-JBP EXP","SHRI MATA VAISHNO DEVI KATRA","JABALPUR","Thursday"
"11463","SMNH-JBP EXP","SOMNATH","JABALPUR","Sunday"
"11464","JBP -SMNH EX","JABALPUR","SOMNATH","Thursday"
"11465","SMNH-JBP EXP","SOMNATH","JABALPUR","Tuesday"
"11466","JBP-SMNH EXP","JABALPUR","SOMNATH","Monday"
"11651","JBP-SGRL INT","JABALPUR","SINGRAULI","Thursday"
"11652","SGRL-JBP INT","SINGRAULI","JABALPUR","Tuesday"
"11701","JBP-INDB INT","JABALPUR","INDORE BG","Sunday"
"11702","INDB-JBP INT","INDORE BG","JABALPUR","Sunday"
"11703","REWA-DADN  E","REWA","MHOW","Thursday"
"11704","INDB-REWA EX","MHOW","REWA","Saturday"
"11801","JHS-ETW EXPR","JHANSI JN","ETAWAH","Wednesday"
"11802","ETW-JHS LINK","ETAWAH","JHANSI JN","Saturday"
"11901","MTJ-KKDE EXP","MATHURA JN.","KURUKSHETRA JN.","Saturday"
"11902","KKDE-MTJ EXP","KURUKSHETRA JN.","MATHURA JN.","Wednesday"
"12001","BPL - NDLS S","HABIBGANJ","NEW DELHI","Monday"
"12002","NDLS - BPL S","NEW DELHI","HABIBGANJ","Thursday"
"12003","LKO-NDLS SHA","LUCKNOW JN.","NEW DELHI","Sunday"
"12004","NDLS-LKO SHA","NEW DELHI","LUCKNOW JN.","Monday"
"12005","NDLS-KLK- SH","NEW DELHI","KALKA","Friday"
"12006","KLK-NDLS SHA","KALKA","NEW DELHI","Sunday"
"12007","MAS-MYS SHAT","CHENNAI CENTRAL","MYSORE JN.","Friday"
"12008","MYS-MAS SHAT","MYSORE JN.","CHENNAI CENTRAL","Saturday"
"12009","SHATABDI EXP","MUMBAI CENTRAL","AHMEDABAD","Tuesday"
"12010","SHATABDI EXP","AHMEDABAD","MUMBAI CENTRAL","Friday"
"12011","NDLS-KLK SHA","NEW DELHI","KALKA","Tuesday"
"12012","KLK-NDLS SHA","KALKA","NEW DELHI","Monday"
"12013","NDLS-ASR SHA","NEW DELHI","AMRITSAR JN.","Sunday"
"12014","ASR-NDLS SHA","AMRITSAR JN.","NEW DELHI","Friday"
"12015","NDLS-AII SHA","NEW DELHI","AJMER JN.","Monday"
"12016","AII-NDLS SHA","AJMER JN.","NEW DELHI","Monday"
"12017","NDLS-DDN SHA","NEW DELHI","DEHRA DUN","Sunday"
"12018","DDN-NDLS SHA","DEHRA DUN","NEW DELHI","Saturday"
"12019","HOWRAH RANCH","HOWRAH JN.","RANCHI","Tuesday"
"12020","RNC HWH SHAT","RANCHI","HOWRAH JN.","Thursday"
"12021","HOWRAH-BARAB","HOWRAH JN.","BARBIL","Saturday"
"12022","BARABIL-HOWR","BARBIL","HOWRAH JN.","Tuesday"
"12023","HOWRAH PATNA","HOWRAH JN.","PATNA JN.","Tuesday"
"12024","PATNA HOWRAH","PATNA JN.","HOWRAH JN.","Wednesday"
"12025","PUNE-SC SHAT","PUNE JN.","SECUNDERABAD JN.","Sunday"
"12026","SC-PUNE SHAT","SECUNDERABAD JN.","PUNE JN.","Friday"
"12027","MAS-SBC SHAT","CHENNAI CENTRAL","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Sunday"
"12028","SBC-MAS SHAT","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","CHENNAI CENTRAL","Thursday"
"12029","SWARNA SHATA","NEW DELHI","AMRITSAR JN.","Monday"
"12030","SWARNA SHATA","AMRITSAR JN.","NEW DELHI","Sunday"
"12031","NDLS-ASR-SHA","NEW DELHI","AMRITSAR JN.","Tuesday"
"12032","ASR-NDLS SHA","AMRITSAR JN.","NEW DELHI","Friday"
"12033","CNB NDLS SHT","KANPUR CENTRAL JN.","NEW DELHI","Sunday"
"12034","NDLS CNB SHA","NEW DELHI","KANPUR CENTRAL JN.","Friday"
"12035","JP AF SHATAB","JAIPUR JN.","AGRA  FORT","Tuesday"
"12036","AF JP SHATAB","AGRA  FORT","JAIPUR JN.","Friday"
"12037","NDLS-LDH SHA","NEW DELHI","LUDHIANA JN.","Sunday"
"12038","LDH-NDLS SHA","LUDHIANA JN.","NEW DELHI","Sunday"
"12039","KGM-NDLS SHA","KATHGODAM","NEW DELHI","Thursday"
"12040","NDLS-KGM SHA","NEW DELHI","KATHGODAM","Tuesday"
"12041","HWH - NJP SH","HOWRAH JN.","NEW JALPAIGURI JN","Tuesday"
"12042","NJP - HWH SH","NEW JALPAIGURI JN","HOWRAH JN.","Saturday"
"12043","NDLS-MOGA SH","NEW DELHI","MOGA","Tuesday"
"12044","MOGA-NDLS SH","MOGA","NEW DELHI","Sunday"
"12045","NDLS-CDG SHA","NEW DELHI","CHANDIGARH","Friday"
"12046","CDG-NDLS SHA","CHANDIGARH","NEW DELHI","Tuesday"
"12047","BHATINDA SHA","NEW DELHI","FIROZPUR CANTT JN.","Saturday"
"12048","NEW DELHI SH","FIROZPUR CANTT JN.","NEW DELHI","Thursday"
"12049","GATIMAN EXPR","AGRA CANTT","HAZRAT NIZAMUDDIN JN","Tuesday"
"12050","GATIMAN EXPR","HAZRAT NIZAMUDDIN JN","AGRA CANTT","Friday"
"12051","JAN SHATABDI","DADAR","MADGOAN JN.","Wednesday"
"12052","MAO-DR JAN S","MADGOAN JN.","DADAR","Wednesday"
"12053","HW-ASR EXP","HARIDWAR JN","AMRITSAR JN.","Monday"
"12054","ASR-HW JAN S","AMRITSAR JN.","HARIDWAR JN","Wednesday"
"12055","DDN JANSHATA","NEW DELHI","DEHRA DUN","Wednesday"
"12056","NEWDELHI JAN","DEHRA DUN","NEW DELHI","Tuesday"
"12057","NDLS-NLDM- J","NEW DELHI","UNA HIMACHAL","Thursday"
"12058","NDLS JANSHTB","UNA HIMACHAL","NEW DELHI","Friday"
"12059","NZM JAN SHAT","KOTA","HAZRAT NIZAMUDDIN JN","Tuesday"
"12060","KOTA JANSHTB","HAZRAT NIZAMUDDIN JN","KOTA","Tuesday"
"12061","JBP JANSHATA","HABIBGANJ","JABALPUR","Tuesday"
"12062","HBJ JANSHATA","JABALPUR","HABIBGANJ","Tuesday"
"12065","NZM JAN SHAT","AJMER JN.","HAZRAT NIZAMUDDIN JN","Wednesday"
"12066","AII JAN SHAT","HAZRAT NIZAMUDDIN JN","AJMER JN.","Tuesday"
"12067","JANSATABDI E","GUWAHATI","JORHAT TOWN","Thursday"
"12068","JANSATBDI EX","JORHAT TOWN","GUWAHATI","Sunday"
"12069","RIG - G JANS","RAIGARH","GONDIA JN.","Monday"
"12070","G - RIG JANS","GONDIA JN.","RAIGARH","Saturday"
"12071","JANSHATABDI","DADAR","JALNA","Wednesday"
"12072","JANSHATABDI","JALNA","DADAR","Sunday"
"12073","HWH-BBS JAN","HOWRAH JN.","BHUBANESWAR","Monday"
"12074","BBS-HWH JAN","BHUBANESWAR","HOWRAH JN.","Friday"
"12075","CLT - T VC J","CALICUT","TRIVANDRUM CENTRAL","Thursday"
"12076","TVC - CLT JA","TRIVANDRUM CENTRAL","CALICUT","Saturday"
"12077","MAS-BZA JAN","CHENNAI CENTRAL","VIJAYWADA JN.","Monday"
"12078","BZA-MAS-JAN","VIJAYWADA JN.","CHENNAI CENTRAL","Tuesday"
"12079","JANSHATABDI","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","HUBLI JN.","Friday"
"12080","JAN SHATABDI","HUBLI JN.","KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)","Tuesday"
"12081","CAN - TVC JA","KANNUR","TRIVANDRUM CENTRAL","Wednesday"
"12082","TVC - CAN JA","TRIVANDRUM CENTRAL","KANNUR","Sunday"
"12083","MV-CBE JANSH","MAYILADUTURAI JN.","COIMBATORE  JN.","Friday"
"12084","CBE-MV JAN S","COIMBATORE  JN.","MAYILADUTURAI JN.","Saturday"
"12085","GHY-DBRG SHA","GUWAHATI","DIBRUGARH","Saturday"
"12086","DBRG-GHY SHA","DIBRUGARH","GUWAHATI","Thursday"
"12087","NHLN - GHY S","NAHARLAGUN","GUWAHATI","Wednesday"
"12088","GHY - NHLN S","GUWAHATI","NAHARLAGUN","Wednesday"
"12101","JNANESWARI D","LOKMANYA TILAK TERMINUS","HOWRAH JN.","Saturday"
"12102","JNANESWARISU","HOWRAH JN.","LOKMANYA TILAK TERMINUS","Thursday"
"12103","PUNE-LKO EXP","PUNE JN.","LUCKNOW JN.","Wednesday"
"12104","LJN-PUNE EXP","LUCKNOW JN.","PUNE JN.","Saturday"
"12105","VIDARBHA EXP","CST-MUMBAI","GONDIA JN.","Sunday"
"12106","VIDARBHA EXP","GONDIA JN.","CST-MUMBAI","Sunday"
"12107","LTT-LJN EXPR","LOKMANYA TILAK TERMINUS","LUCKNOW JN.","Sunday"
"12108","LJN-LTT EXPR","LUCKNOW JN.","LOKMANYA TILAK TERMINUS","Tuesday"
"12109","PANCHAVATI E","CST-MUMBAI","MANMAD JN.","Saturday"
"12110","PANCHAVTI EX","MANMAD JN.","CST-MUMBAI","Sunday"
"12111","CSMT-AMI SF","CST-MUMBAI","AMRAVATI","Sunday"
"12112","AMI-CSMT SF","AMRAVATI","CST-MUMBAI","Monday"
"12113","PUNE-NGP GAR","PUNE JN.","NAGPUR JN.(CR)","Tuesday"
"12114","NGP-PUNE GAR","NAGPUR JN.(CR)","PUNE JN.","Thursday"
"12115","CSTM-SUR SID","CST-MUMBAI","SOLAPUR","Saturday"
"12116","SUR-CSMT SID","SOLAPUR","CST-MUMBAI","Saturday"
"12117","LTT MANMAD E","LOKMANYA TILAK TERMINUS","MANMAD JN.","Monday"
"12118","MANMAD LTT E","MANMAD JN.","LOKMANYA TILAK TERMINUS","Thursday"
"12119","AMRAVATI-NGP","AMRAVATI","AJNI","Wednesday"
"12120","NGP-AMI EXPR","AJNI","AMRAVATI","Wednesday"
"12121","M P SMPRK KR","JABALPUR","HAZRAT NIZAMUDDIN JN","Wednesday"
"12122","M P S KRANTI","HAZRAT NIZAMUDDIN JN","JABALPUR","Wednesday"
"12123","DECCAN QUEEN","CST-MUMBAI","PUNE JN.","Wednesday"
"12124","DECCAN QUEEN","PUNE JN.","CST-MUMBAI","Sunday"
"12125","PRAGATI EXPR","CST-MUMBAI","PUNE JN.","Sunday"
"12126","PRAGATI EXPR","PUNE JN.","CST-MUMBAI","Saturday"
"12127","INTERCITY EX","CST-MUMBAI","PUNE JN.","Monday"
"12128","INTERCITY EX","PUNE JN.","CST-MUMBAI","Saturday"
"12129","AZAD HIND EX","PUNE JN.","HOWRAH JN.","Tuesday"
"12130","HOWRAH PUNE","HOWRAH JN.","PUNE JN.","Wednesday"
"12131","DR SAINAGAR","DADAR","SAI NAGAR SHIRDI","Monday"
"12132","SAINAGAR DR","SAI NAGAR SHIRDI","DADAR","Wednesday"
"12133","CSMT-MAJN EX","CST-MUMBAI","MANGALORE JN","Saturday"
"12134","MAJN-CSMT EX","MANGALORE JN","CST-MUMBAI","Friday"
"12135","PUNE-NGP EXP","PUNE JN.","NAGPUR JN.(CR)","Saturday"
"12136","NGP-PUNE EXP","NAGPUR JN.(CR)","PUNE JN.","Wednesday"
"12137","PUNJAB MAIL","CST-MUMBAI","FIROZPUR CANTT JN.","Sunday"
"12138","PUNJAB MAIL","FIROZPUR CANTT JN.","CST-MUMBAI","Thursday"
"12139","SEWAGRAM EXP","CST-MUMBAI","NAGPUR JN.(CR)","Wednesday"
"12140","SEWAGRAM EXP","NAGPUR JN.(CR)","CST-MUMBAI","Wednesday"
"12141","LTT-PPTA EXP","LOKMANYA TILAK TERMINUS","PATLIPUTRA","Saturday"
"12142","PPTA-LTT SF","PATLIPUTRA","LOKMANYA TILAK TERMINUS","Thursday"
"12143","LTT-SLN SF E","LOKMANYA TILAK TERMINUS","SULTANPUR JN.","Wednesday"
"12144","SLN LTT SF S","SULTANPUR JN.","LOKMANYA TILAK TERMINUS","Thursday"
"12145","LTT-PURI WEE","LOKMANYA TILAK TERMINUS","PURI","Saturday"
"12146","PURI-LTT WEE","PURI","LOKMANYA TILAK TERMINUS","Sunday"
"12147","KOP-NZM EXPR","CHHATRAPATI SHAHU MAHARAJ TERMINUS","HAZRAT NIZAMUDDIN JN","Friday"
"12148","NZM-KOP EXPR","HAZRAT NIZAMUDDIN JN","CHHATRAPATI SHAHU MAHARAJ TERMINUS","Monday"
"12149","PUNE-DNR EXP","PUNE JN.","DANAPUR","Saturday"
"12150","DNR-PUNE EXP","DANAPUR","PUNE JN.","Sunday"
"12151","SAMARSATA EX","LOKMANYA TILAK TERMINUS","HOWRAH JN.","Thursday"
"12152","HWH-LTT SAMR","HOWRAH JN.","LOKMANYA TILAK TERMINUS","Monday"
"12153","LTT-HBJ EXPR","LOKMANYA TILAK TERMINUS","HABIBGANJ","Saturday"
"12154","HBJ-LTT EXPR","HABIBGANJ","LOKMANYA TILAK TERMINUS","Friday"
"12155","SHAN-E-BPL E","HABIBGANJ","HAZRAT NIZAMUDDIN JN","Tuesday"
"12156","SHAN-E- BHOP","HAZRAT NIZAMUDDIN JN","HABIBGANJ","Monday"
"12157","HUTATMA EXPR","PUNE JN.","SOLAPUR","Monday"
"12158","HUTATMA EXPR","SOLAPUR","PUNE JN.","Saturday"
"12159","AMI- JBP SUF","AMRAVATI","JABALPUR","Saturday"
"12160","JBP-AMI  SUF","JABALPUR","AMRAVATI","Wednesday"
"12161","LASHKAR EXPR","LOKMANYA TILAK TERMINUS","AGRA CANTT","Wednesday"
"12162","LASHKAR EXPR","AGRA CANTT","LOKMANYA TILAK TERMINUS","Monday"
"12163","CHENNAI EXPR","DADAR","CHENNAI EGMORE","Friday"
"12164","CHENNAI EXP","CHENNAI EGMORE","DADAR","Tuesday"
"12165","LTT BSB SUP","LOKMANYA TILAK TERMINUS","VARANASI JN.","Tuesday"
"12166","BSB LTT SUP","VARANASI JN.","LOKMANYA TILAK TERMINUS","Friday"
"12167","LTT(T)-BSB S","LOKMANYA TILAK TERMINUS","VARANASI JN.","Saturday"
"12168","BSB-LTT SF E","VARANASI JN.","LOKMANYA TILAK TERMINUS","Friday"
"12169","SUR INTERCIT","PUNE JN.","SOLAPUR","Saturday"
"12170","PUNE INTERCI","SOLAPUR","PUNE JN.","Thursday"
"12171","LTT - HW SUP","LOKMANYA TILAK TERMINUS","HARIDWAR JN","Sunday"
"12172","HW - LTT SUP","HARIDWAR JN","LOKMANYA TILAK TERMINUS","Wednesday"
"12173","LTT-CNB EXPR","LOKMANYA TILAK TERMINUS","PARTAPGARH JN.","Saturday"
"12174","CNB-LTT EXPR","PARTAPGARH JN.","LOKMANYA TILAK TERMINUS","Sunday"
"12175","CHAMBAL EXP","HOWRAH JN.","GWALIOR JN","Friday"
"12176","CHAMBAL EXPR","GWALIOR JN","HOWRAH JN.","Thursday"
"12177","CHAMBAL EXP","HOWRAH JN.","MATHURA JN.","Monday"
"12178","CHAMBAL EXP","MATHURA JN.","HOWRAH JN.","Sunday"
"12179","INTERCITY","LUCKNOW JN.","AGRA CANTT","Thursday"
"12180","INTERCITY","AGRA CANTT","LUCKNOW JN.","Friday"
"12181","JBP-AII DAYO","JABALPUR","AJMER JN.","Friday"
"12182","AII-JBP DAYO","AJMER JN.","JABALPUR","Sunday"
"12183","BPL-PBH SUF","BHOPAL","PARTAPGARH JN.","Thursday"
"12184","PBH-BPL SUF","PARTAPGARH JN.","BHOPAL","Sunday"
"12185","HBJ-REWA REW","HABIBGANJ","REWA","Saturday"
"12186","REWA-HBJ REW","REWA","HABIBGANJ","Wednesday"
"12187","MUMBAI GARIB","JABALPUR","CST-MUMBAI","Wednesday"
"12188","JBP GARIB RA","CST-MUMBAI","JABALPUR","Sunday"
"12189","JBP-NZM MAHA","JABALPUR","HAZRAT NIZAMUDDIN JN","Saturday"
"12190","NZM-JBP MAHA","HAZRAT NIZAMUDDIN JN","JABALPUR","Wednesday"
"12191","SHRIDHAM SUP","NEW DELHI","JABALPUR","Tuesday"
"12192","JBP-NDLS SUF","JABALPUR","NEW DELHI","Thursday"
"12193","YPR-JBP WEEK","YESVANTPUR JN.","JABALPUR","Saturday"
"12194","JBP-YPR WEEK","JABALPUR","YESVANTPUR JN.","Friday"
"12195","AF-AII INTER","AGRA  FORT","AJMER JN.","Saturday"
"12196","AII-AF INTER","AJMER JN.","AGRA  FORT","Saturday"
"12197","BPL-GWL-INTE","BHOPAL","GWALIOR JN","Monday"
"12198","GWL-BPL-INTE","GWALIOR JN","BHOPAL","Friday"
"12201","KCVL GARIB R","LOKMANYA TILAK TERMINUS","KOCHUVELI","Monday"
"12202","LTT GARIB RA","KOCHUVELI","LOKMANYA TILAK TERMINUS","Thursday"
"12203","GARIB RATH","SAHARSA JN.","AMRITSAR JN.","Monday"
"12204","GRIB RATH","AMRITSAR JN.","SAHARSA JN.","Thursday"
"12205","NANDA DEVI E","NEW DELHI","DEHRA DUN","Sunday"
"12206","NANDA DEVI E","DEHRA DUN","NEW DELHI","Saturday"
"12207","KGM-JAT GARI","KATHGODAM","JAMMU TAWI","Wednesday"
"12208","JAT-KGM GARI","JAMMU TAWI","KATHGODAM","Saturday"
"12209","CNB-KGM GARI","KANPUR CENTRAL JN.","KATHGODAM","Wednesday"
"12210","KGM-CNB GARI","KATHGODAM","KANPUR CENTRAL JN.","Monday"
"12211","MFP-ANVT GAR","MUZAFFARPUR JN.","ANAND VIHAR TERMINAL","Thursday"
"12212","ANVT-MFP GAR","ANAND VIHAR TERMINAL","MUZAFFARPUR JN.","Tuesday"
"12213","DEE-YPR DURA","YESVANTPUR JN.","DELHI-SARAI ROHILLA","Monday"
"12214","DEE-YPR DURO","DELHI-SARAI ROHILLA","YESVANTPUR JN.","Wednesday"
"12215","DEE-BDTS GAR","DELHI-SARAI ROHILLA","BANDRA TERMINUS","Monday"
"12216","BDTS-DEE GAR","BANDRA TERMINUS","DELHI-SARAI ROHILLA","Tuesday"
"12217","KERALA S.KRA","KOCHUVELI","CHANDIGARH","Sunday"
"12218","KERALA S.KRA","CHANDIGARH","KOCHUVELI","Thursday"
"12219","LTT-SC AC DU","LOKMANYA TILAK TERMINUS","SECUNDERABAD JN.","Sunday"
"12220","SC-LTT AC DU","SECUNDERABAD JN.","LOKMANYA TILAK TERMINUS","Monday"
"12221","PA-HWH DURAN","PUNE JN.","HOWRAH JN.","Thursday"
"12222","HWH-PUNE DUR","HOWRAH JN.","PUNE JN.","Tuesday"
"12223","LTT-ERS DURO","LOKMANYA TILAK TERMINUS","ERNAKULAM. JN","Friday"
"12224","ERS-LTT DURO","ERNAKULAM. JN","LOKMANYA TILAK TERMINUS","Tuesday"
"12225","KAIFIAT EXP","AZAMGARH","DELHI JN.","Thursday"
"12226","KAIFIAT EXP","DELHI JN.","AZAMGARH","Thursday"
"12227","INDORE DURON","MUMBAI CENTRAL","INDORE BG","Tuesday"
"12228","MUMBAI DURON","INDORE BG","MUMBAI CENTRAL","Tuesday"
"12229","LUCKNOW MAIL","LUCKNOW JN.","NEW DELHI","Wednesday"
"12230","LUCKNOW MAIL","NEW DELHI","LUCKNOW JN.","Thursday"
"12231","LKO - CDG EX","LUCKNOW JN.","CHANDIGARH","Friday"
"12232","CDG - LKO EX","CHANDIGARH","LUCKNOW JN.","Sunday"
"12235","GHY-NDLS RAJ","DIBRUGARH","NEW DELHI","Friday"
"12236","NDLS-GHY RAJ","NEW DELHI","DIBRUGARH","Saturday"
"12237","BSB-JAT EXP.","VARANASI JN.","JAMMU TAWI","Saturday"
"12238","JAT-BSB EXP.","JAMMU TAWI","VARANASI JN.","Thursday"
"12239","JAIPUR DURON","MUMBAI CENTRAL","JAIPUR JN.","Tuesday"
"12240","JP BCT DURON","JAIPUR JN.","MUMBAI CENTRAL","Saturday"
"12241","CDG-ASR SUPE","CHANDIGARH","AMRITSAR JN.","Thursday"
"12242","ASR-CDG SUPE","AMRITSAR JN.","CHANDIGARH","Saturday"
"12243","MAS-CBE SHAT","CHENNAI CENTRAL","COIMBATORE  JN.","Tuesday"
"12244","CBE-MAS  SHA","COIMBATORE  JN.","CHENNAI CENTRAL","Friday"
"12245","HWH - YPR WE","HOWRAH JN.","YESVANTPUR JN.","Tuesday"
"12246","YPR - HWH WE","YESVANTPUR JN.","HOWRAH JN.","Saturday"
"12247","BDTS NZM YUV","BANDRA TERMINUS","HAZRAT NIZAMUDDIN JN","Thursday"
